0;0101;N;000001;0001;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
1;000001;0001;01;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
1;000001;0001;10;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
0;0101;N;000001;0002;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
1;000001;0002;01;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
1;000001;0002;10;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
0;0101;N;000001;0003;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
1;000001;0003;01;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
1;000001;0003;10;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
0;0101;N;000001;0004;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
1;000001;0004;01;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
1;000001;0004;10;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
0;0101;N;000001;0005;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
1;000001;0005;01;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
1;000001;0005;10;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
0;0101;N;000001;0006;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
1;000001;0006;01;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
1;000001;0006;10;Depreciação Fiscal;1222004;4111998;101;1222804;20210915;6000.00;20.00;1100.00;20210915;0.0;MARCA: DELL MODELO: XYZ123 SÉRIE: HJIQEW45678;;;;;;;;;;;;
0;0101;N;000001;0007;20210915;1;NOTEBOOK DELL;000001;0000001;999999;20210915;CIA SEGURADORA PADRAO;000001;01;000001;3219845;1;000001;01;1;0;50;1.65;50;3.00;09;000001
